name,cpu_milli,memory_mib,num_gpu,gpu_milli,gpu_spec,qos,pod_phase,creation_time,deletion_time,scheduled_time
openb-pod-0222,8000,30517,1,220,,BE,Running,10091963,10094788,10092033
openb-pod-0223,8000,30517,1,470,,BE,Pending,10092457,10093834,
openb-pod-0224,4000,30517,1,230,,BE,Running,10093366,10093724,10093608
openb-pod-0225,3152,5600,1,1000,,BE,Failed,10093458,10093632,10093459
openb-pod-0226,8000,32768,1,1000,,LS,Running,10094677,10095784,10094683
openb-pod-0227,3152,5600,1,1000,,BE,Failed,10095374,10095540,10095374
openb-pod-0228,4000,15258,1,320,,BE,Running,10096044,10096884,10096045
openb-pod-0229,3152,5600,1,1000,,BE,Failed,10096319,10096666,10096319
openb-pod-0230,11908,47104,1,470,,LS,Running,10096985,10100654,10097018
openb-pod-0231,16000,32768,1,1000,,LS,Running,10097319,10098637,10097321
openb-pod-0232,16000,32768,1,1000,,LS,Succeeded,10098174,10101797,10098174
openb-pod-0233,18708,64512,1,1000,,LS,Running,10099853,10100376,10099855
openb-pod-0234,4000,30517,1,230,,BE,Pending,10100497,10100780,
openb-pod-0235,3152,5600,1,1000,,BE,Failed,10101508,10101746,10101508
openb-pod-0236,3152,5600,1,1000,,BE,Failed,10101656,10101808,10101656
openb-pod-0237,11908,47104,1,470,,LS,Running,10101831,10107541,10101833
openb-pod-0238,3152,5600,1,1000,,BE,Failed,10102468,10102684,10102468
openb-pod-0239,3152,5600,1,1000,,BE,Failed,10102699,10102892,10102699
openb-pod-0240,8000,30517,1,110,,BE,Running,10103062,10111426,10103063
openb-pod-0241,8000,30517,1,320,,BE,Running,10103067,10113879,10103068
openb-pod-0242,8000,30517,1,320,,BE,Running,10103070,10113887,10103070
openb-pod-0243,8000,30517,1,220,,BE,Running,10103080,10124386,10103082
openb-pod-0244,12000,24576,1,1000,,Burstable,Succeeded,10103554,10103831,10103555
openb-pod-0245,4000,30517,1,230,,BE,Pending,10103654,10103768,
openb-pod-0246,4000,30517,1,230,,BE,Running,10103657,10103996,10103761
openb-pod-0247,8000,30517,1,470,,BE,Running,10103830,10104248,10104036
openb-pod-0248,12500,65536,0,0,,LS,Running,10104296,10104509,10104330
openb-pod-0249,8000,32768,1,1000,,LS,Running,10104920,10145444,10104922
openb-pod-0250,11908,47104,1,470,,LS,Running,10105081,10105133,10105084
openb-pod-0251,3152,5600,1,1000,,BE,Failed,10105616,10105831,10105616
openb-pod-0252,3152,5600,1,1000,,BE,Failed,10106099,10106277,10106099
openb-pod-0253,3152,5600,1,1000,,BE,Failed,10106214,10106384,10106214
openb-pod-0254,3152,5600,1,1000,,BE,Failed,10106404,10106586,10106405
openb-pod-0255,8000,30517,0,0,,BE,Running,10106593,10116316,10106594
openb-pod-0256,3152,5600,1,1000,,BE,Failed,10106755,10106930,10106755
openb-pod-0257,3152,5600,1,810,,BE,Failed,10107108,10107356,10107108
openb-pod-0258,3152,5600,1,1000,,BE,Failed,10107156,10107363,10107157
openb-pod-0259,4152,10600,1,550,,BE,Failed,10107360,10107476,10107360
openb-pod-0260,3152,5600,1,1000,,BE,Failed,10107678,10107843,10107678
openb-pod-0261,4000,15258,1,160,,BE,Running,10107700,10108957,10107701
openb-pod-0262,8000,16384,1,1000,,LS,Running,10108119,10113400,10108121
openb-pod-0263,18708,64512,1,1000,,LS,Running,10108195,10108386,10108198
openb-pod-0264,3152,5600,1,1000,,BE,Failed,10108262,10108435,10108262
openb-pod-0265,8000,30517,1,470,,BE,Running,10108896,10109258,10109202
openb-pod-0266,12500,57344,0,0,,LS,Running,10110007,10110254,10110009
openb-pod-0267,9810,41560,1,1000,,LS,Running,10110007,10110189,10110009
openb-pod-0268,9810,41560,1,1000,,LS,Running,10110042,10110346,10110147
openb-pod-0269,11908,47104,1,470,,LS,Pending,10110426,10110472,
openb-pod-0270,12000,24576,1,1000,,Burstable,Succeeded,10110515,10114175,10110516
openb-pod-0271,4152,10600,1,810,,BE,Failed,10110888,10111755,10110888
openb-pod-0272,16000,32768,1,1000,,LS,Running,10112199,10113580,10112201
openb-pod-0273,3152,5600,1,1000,,BE,Failed,10112326,10112574,10112393
openb-pod-0274,4152,10600,1,810,,BE,Failed,10112685,10214504,10112753
openb-pod-0275,3152,5600,1,810,,BE,Failed,10112996,10113143,10112996
openb-pod-0276,12500,57344,0,0,,LS,Running,10113134,10114352,10113136
openb-pod-0277,12500,57344,0,0,,LS,Running,10113347,10113526,10113349
openb-pod-0278,3152,5600,1,810,,BE,Pending,10113572,10113577,
openb-pod-0279,8000,30517,1,230,,BE,Running,10114193,10124384,10114194
openb-pod-0280,3152,5600,1,1000,,BE,Failed,10114274,10114552,10114343
openb-pod-0281,12500,57344,0,0,,LS,Running,10114302,10114553,10114339
openb-pod-0282,8000,16384,1,1000,,LS,Running,10115077,10116461,10115080
openb-pod-0283,16000,32768,1,1000,,LS,Running,10117363,10118573,10117399
openb-pod-0284,11908,47104,1,470,,LS,Running,10118303,10118493,10118306
openb-pod-0285,16000,65536,0,0,,LS,Running,10118657,10205138,10118657
openb-pod-0286,18708,64512,1,1000,,LS,Running,10119177,10119353,10119180
openb-pod-0287,12500,57344,0,0,,LS,Running,10119674,10120128,10119676
openb-pod-0288,12500,57344,0,0,,LS,Running,10119716,10120218,10119726
openb-pod-0289,12500,57344,0,0,,LS,Running,10119805,10120073,10119839
openb-pod-0290,8000,32768,1,1000,,LS,Running,10119881,10123308,10119884
openb-pod-0291,4152,10600,1,810,,BE,Failed,10121149,10122159,10121215
openb-pod-0292,8000,16384,1,1000,,LS,Running,10121200,10122941,10121410
openb-pod-0293,6000,6144,1,460,,LS,Running,10122873,10123892,10122873
openb-pod-0294,11908,47104,1,470,,LS,Running,10122912,10123604,10122945
openb-pod-0295,3152,5600,1,810,,BE,Failed,10122958,10197066,10122958
openb-pod-0296,11908,47104,1,470,,LS,Running,10122966,10124510,10122968
openb-pod-0297,11908,47104,1,470,,LS,Running,10123048,10123709,10123050
openb-pod-0298,11908,47104,1,470,,LS,Running,10123058,10123154,10123061
openb-pod-0299,11908,47104,1,1000,,BE,Running,10123064,10123745,10123133
openb-pod-0300,1000,2048,1,320,,BE,Running,10123510,10198583,10123510
openb-pod-0301,3152,5600,1,1000,,BE,Failed,10123536,10123749,10123536
openb-pod-0302,8000,16384,1,1000,,LS,Running,10123839,10125057,10123841
openb-pod-0303,8000,32768,1,1000,,LS,Running,10125159,10126005,10125195
openb-pod-0304,3152,5600,1,1000,,BE,Failed,10125279,10125430,10125280
openb-pod-0305,11908,47104,1,470,,LS,Running,10126505,10127201,10126507
openb-pod-0306,3152,5600,1,1000,,BE,Failed,10127058,10127270,10127058
openb-pod-0307,3152,5600,1,1000,,BE,Failed,10127814,10127938,10127815
openb-pod-0308,16000,32768,1,1000,,LS,Running,10128880,10130142,10128917
openb-pod-0309,12000,24576,1,1000,,LS,Running,10129654,10135354,10129655
openb-pod-0310,3152,5600,1,1000,,BE,Failed,10130831,10130954,10130831
openb-pod-0311,3152,5600,1,1000,,BE,Failed,10131649,10131776,10131649
openb-pod-0312,3152,5600,1,1000,,BE,Failed,10131993,10132095,10131993
openb-pod-0313,3152,5600,1,1000,,BE,Failed,10132682,10132878,10132682
openb-pod-0314,3152,5600,1,1000,,BE,Failed,10132818,10132935,10132818
openb-pod-0315,16000,32768,1,1000,,LS,Running,10133439,10134103,10133441
openb-pod-0316,8000,16384,1,1000,,LS,Running,10133558,10138419,10133560
openb-pod-0317,3152,5600,1,1000,,BE,Failed,10133995,10134203,10133995
openb-pod-0318,3152,5600,1,1000,,BE,Failed,10134129,10134263,10134129
openb-pod-0319,88000,327680,8,1000,,Burstable,Failed,10134157,10202651,10134157
openb-pod-0320,16000,65536,1,1000,,LS,Running,10134400,10142741,10134678
openb-pod-0321,3152,5600,1,1000,,BE,Failed,10134541,10134655,10134542
openb-pod-0322,12000,16384,1,1000,,LS,Running,10135536,10150654,10135536
openb-pod-0323,3152,5600,1,1000,,BE,Failed,10136146,10136354,10136146
openb-pod-0324,3152,5600,1,1000,,BE,Failed,10136410,10136541,10136410
openb-pod-0325,4000,30517,1,230,,BE,Pending,10137304,10137349,
openb-pod-0326,4000,30517,1,230,,BE,Running,10137416,10150090,10137416
openb-pod-0327,16000,32768,1,1000,,LS,Running,10138838,10140762,10139184
openb-pod-0328,3152,5600,1,1000,,BE,Failed,10139183,10139367,10139183
openb-pod-0329,18708,64512,1,1000,,LS,Running,10139527,10139672,10139564
openb-pod-0330,18708,64512,1,1000,,LS,Running,10139540,10139673,10139574
openb-pod-0331,3152,5600,1,1000,,BE,Failed,10141076,10141304,10141076
openb-pod-0332,8000,16384,1,1000,,LS,Running,10142678,10143099,10142680
openb-pod-0333,6000,22888,1,160,,BE,Running,10143373,10165633,10143373
openb-pod-0334,3152,5600,1,1000,,BE,Failed,10145120,10145327,10145120
openb-pod-0335,3152,5600,1,1000,,BE,Failed,10145223,10145515,10145223
openb-pod-0336,12000,24576,1,1000,,Burstable,Failed,10145321,10145347,10145321
openb-pod-0337,8000,30517,1,440,,BE,Running,10145662,10161385,10145663
openb-pod-0338,3152,5600,1,1000,,BE,Failed,10145872,10146149,10145873
openb-pod-0339,3152,5600,1,1000,,BE,Failed,10146322,10146642,10146322
openb-pod-0340,3152,5600,1,1000,,BE,Failed,10150141,10150472,10150141
openb-pod-0341,6000,18432,1,460,,LS,Running,10150356,10153655,10150356
openb-pod-0342,8000,16384,1,1000,,LS,Running,10152278,10155877,10152280
openb-pod-0343,4000,22888,1,320,,BE,Running,10153572,10173982,10153572
openb-pod-0344,12000,16384,1,1000,,LS,Running,10153654,10154854,10153720
openb-pod-0345,3152,5600,1,1000,,BE,Failed,10157405,10157759,10157406
openb-pod-0346,3152,5600,1,1000,,BE,Failed,10160855,10161067,10160855
openb-pod-0347,8000,30517,1,230,,BE,Running,10164141,10167719,10164141
openb-pod-0348,4000,31250,1,1000,,LS,Running,10164277,10165218,10164277
openb-pod-0349,8000,30517,1,220,,BE,Running,10164565,10183329,10164565
openb-pod-0350,3152,5600,1,1000,,BE,Failed,10164623,10164882,10164623
openb-pod-0351,4000,15258,1,220,,BE,Running,10164722,10171798,10164722
openb-pod-0352,8000,30517,0,0,,BE,Running,10164859,10190091,10164860
openb-pod-0353,3152,5600,1,1000,,BE,Failed,10165064,10165305,10165064
openb-pod-0354,6000,12288,1,460,,LS,Running,10165173,10235253,10165173
